0. Name - gender, age, race/ethnicity, religion, political affiliation
67. Ava Rodriguez - Woman, 34, Latina, Catholic, Liberal
68. Ethan Nguyen - Man, 19, Asian, Buddhist, Liberal
69. Mia Thompson - Woman, 30, White, Unreligious, Independent
70. Lucas Brown - Man, 34, Black, Protestant, Conservative
71. Olivia Davis - Woman, 23, White, Jewish, Liberal
72. Elijah Smith - Man, 21, Black, Unreligious, Independent
73. Sophia Wilson - Woman, 26, White, Protestant, Moderate
74. Alexander Garcia - Man, 38, Latino, Catholic, Conservative
75. Emma Kim - Woman, 28, Asian, Buddhist, Liberal
76. Liam Johnson - Man, 64, White, Protestant, Conservative
77. Olivia Thompson - Woman, 31, Black, Protestant, Liberal
78. Ethan Miller - Man, 23, White, Jewish, Liberal
79. Ava Anderson - Woman, 34, White, Unreligious, Independent
80. Noah Johnson - Man, 28, Black, Protestant, Conservative
81. Isabella Martinez - Woman, 22, Latina, Catholic, Liberal
82. Mia Nguyen - Woman, 36, Asian, Buddhist, Moderate
83. Alexander Ali - Man, 45, Middle Eastern, Muslim, Conservative
84. Emma Lopez - Woman, 33, Latino, Catholic, Liberal
85. Liam Smith - Man, 35, White, Protestant, Conservative
86. Olivia Davis - Woman, 23, White, Jewish, Liberal
87. Elijah Thompson - Man, 21, Black, Unreligious, Independent
88. Sophia Wilson - Woman, 26, White, Protestant, Moderate
89. Lucas Rodriguez - Man, 40, Latino, Catholic, Conservative
90. Ava Lee - Woman, 32, Asian, Buddhist, Liberal
91. Noah Anderson - Man, 39, White, Protestant, Conservative
92. Isabella Harris - Woman, 29, Black, Unreligious, Independent
93. Ethan Garcia - Man, 31, Latino, Catholic, Liberal
94. Mia Jackson - Woman, 25, Latina, Catholic, Liberal
95. Aiden Wilson - Man, 20, Asian, Unreligious, Independent
96. Emma Martinez - Woman, 35, Latino, Catholic, Liberal
97. Alexander Kim - Man, 22, Asian, Buddhist, Liberal
98. Olivia Johnson - Woman, 31, Black, Protestant, Liberal
99. Ava Smith - Woman, 27, White, Unreligious, Independent
100. Liam Brown - Man, 34, Black, Protestant, Conservative
