0. Name - gender, age, race/ethnicity, religion, political affiliation
72. Ethan Nguyen - Man, 35, Asian, Buddhist, Liberal
73. Emma Wright - Woman, 34, White, Protestant, Conservative
74. Aisha Abdullah - Man, 42, Middle Eastern, Muslim, Moderate
75. Olivia Martinez - Woman, 23, Latino, Catholic, Liberal
76. Joseph Kim - Man, 28, Asian, Protestant, Independent
77. Megan Davis - Woman, 31, White, Protestant, Conservative
78. Muhammad Hussein - Man, 43, Middle Eastern, Muslim, Conservative
79. Sophia Hernandez - Woman, 36, Latino, Catholic, Liberal
80. Benjamin Lee - Man, 29, Asian, Buddhist, Conservative
81. Ava Thompson - Woman, 32, White, Protestant, Moderate
82. Ahmed Ali - Man, 45, Middle Eastern, Muslim, Moderate
83. Anna Rodriguez - Woman, 39, Latino, Catholic, Conservative
84. Ryan Kim - Man, 34, Asian, Buddhist, Liberal
85. Isabella Wright - Woman, 33, White, Protestant, Conservative
86. Mohammed Ahmed - Man, 48, Middle Eastern, Muslim, Liberal
87. Emily Lopez - Woman, 30, Latino, Catholic, Moderate
88. David Chen - Man, 30, Asian, Protestant, Independent
89. Mia Smith - Woman, 28, White, Protestant, Liberal
90. Kareem Hussein - Man, 52, Middle Eastern, Muslim, Conservative
91. Sophia Martinez - Woman, 35, Latino, Catholic, Liberal
92. Ethan Johnson - Man, 36, White, Protestant, Conservative
93. Maya Davis - Woman, 26, Black, Unreligious, Moderate
94. Mohammed Ali - Man, 38, Middle Eastern, Muslim, Liberal
95. Emily Hernandez - Woman, 24, Latino, Catholic, Conservative
96. Aiden Smith - Man, 33, White, Protestant, Independent
97. Olivia Johnson - Woman, 31, White, Protestant, Liberal
98. Ahmed Hassan - Man, 49, Middle Eastern, Muslim, Conservative
99. Maria Rodriguez - Woman, 41, Latino, Catholic, Moderate
100. Daniel Kim - Man, 32, Asian, Buddhist, Liberal
