0. Name - gender, age, race/ethnicity, religion, political affiliation
68. Diego Martinez - Man, 34, Latino, Catholic, Conservative
69. Sophia Liu - Woman, 28, Asian, Buddhist, Independent
70. Fatima Hussein - Woman, 42, Middle Eastern, Muslim, Conservative
71. Matthew Thompson - Man, 39, White, Protestant, Conservative
72. Isabella Rodriguez - Woman, 37, Latino, Catholic, Liberal
73. Ethan Kim - Man, 31, Asian, Buddhist, Independent
74. Aisha Khan - Woman, 46, Middle Eastern, Muslim, Conservative
75. Jessica Roberts - Woman, 34, White, Protestant, Liberal
76. Carlos Hernandez - Man, 32, Latino, Catholic, Moderate
77. Rachel Liu - Woman, 27, Asian, Unreligious, Liberal
78. Amir Ali - Man, 54, Middle Eastern, Muslim, Conservative
79. Olivia Johnson - Woman, 33, White, Protestant, Moderate
80. Juan Garcia - Man, 35, Latino, Catholic, Conservative
81. Emma Zhang - Woman, 25, Asian, Unreligious, Liberal
82. Mohammed Ahmed - Man, 49, Middle Eastern, Muslim, Conservative
83. Ashley Davis - Woman, 34, White, Protestant, Liberal
84. Carlos Gonzalez - Man, 37, Latino, Catholic, Moderate
85. Hannah Kim - Woman, 28, Asian, Buddhist, Independent
86. Abdullah Khan - Man, 55, Middle Eastern, Muslim, Conservative
87. Emily Wilson - Woman, 35, White, Protestant, Moderate
88. Miguel Rodriguez - Man, 39, Latino, Catholic, Conservative
89. Chloe Chen - Woman, 26, Asian, Unreligious, Liberal
90. Mohammed Hussein - Man, 51, Middle Eastern, Muslim, Conservative
91. Samantha Smith - Woman, 32, White, Protestant, Liberal
92. Jose Hernandez - Man, 36, Latino, Catholic, Moderate
93. Lily Wang - Woman, 27, Asian, Buddhist, Independent
94. Ahmed Hassan - Man, 45, Middle Eastern, Muslim, Conservative
95. Sophia Adams - Woman, 34, White, Protestant, Liberal
96. Miguel Garcia - Man, 37, Latino, Catholic, Moderate
97. Mia Nguyen - Woman, 25, Asian, Unreligious, Liberal
98. Omar Ali - Man, 56, Middle Eastern, Muslim, Conservative
99. Natalie Davis - Woman, 33, White, Protestant, Moderate
100. Diego Rodriguez - Man, 35, Latino, Catholic, Conservative
