0. Name - gender, age, race/ethnicity, religion, political affiliation
78. Jose Ramirez - Man, 27, Latino, Catholic, Liberal
79. Anika Patel - Woman, 28, Asian, Hindu, Liberal
80. Christopher Wilson - Man, 51, White, Protestant, Conservative
81. Aysha Khan - Woman, 34, Middle Eastern, Muslim, Liberal
82. Carlos Gonzalez - Man, 32, Latino, Catholic, Moderate
83. Rachel Anderson - Woman, 25, White, Protestant, Liberal
84. Malik Wright - Man, 23, Black, Unreligious, Liberal
85. Gabriela Garcia - Woman, 37, Latino, Catholic, Liberal
86. Wei Li - Man, 24, Asian, Buddhist, Liberal
87. Jasmine Thompson - Woman, 28, Black, Protestant, Liberal
88. Guillermo Rodriguez - Man, 37, Latino, Catholic, Conservative
89. Mei Ling - Woman, 32, Asian, Buddhist, Liberal
90. Andrew Johnson - Man, 48, White, Protestant, Conservative
91. Leila Ahmed - Woman, 43, Middle Eastern, Muslim, Liberal
92. Ricardo Ortiz - Man, 31, Latino, Catholic, Moderate
93. Katherine Smith - Woman, 29, White, Protestant, Liberal
94. Malik Wright - Man, 27, Black, Unreligious, Liberal
95. Sofia Martinez - Woman, 45, Latino, Catholic, Conservative
96. Hiroshi Sato - Man, 52, Asian, Buddhist, Independent
97. Kimberly Thompson - Woman, 40, Black, Protestant, Conservative
98. Jose Ramirez - Man, 26, Latino, Catholic, Liberal
99. Anika Patel - Woman, 27, Asian, Hindu, Liberal
100. Christopher Wilson - Man, 50, White, Protestant, Conservative
