0. Name - gender, age, race/ethnicity, religion, political affiliation
82. Matthew Morales - Man, 28, Latino, Catholic, Liberal
83. Charlotte Rodriguez - Woman, 26, Latina, Catholic, Conservative
84. Andrew Reed - Man, 32, White, Protestant, Moderate
85. Isabella Mitchell - Woman, 30, White, Unreligious, Liberal
86. Joshua Anderson - Man, 27, White, Protestant, Conservative
87. Mia Carter - Woman, 31, Black, Protestant, Moderate
88. Ethan Wright - Man, 29, White, Catholic, Liberal
89. Emily Davis - Woman, 33, White, Protestant, Conservative
90. Daniel Turner - Man, 28, White, Protestant, Moderate
91. Olivia Walker - Woman, 26, Black, Unreligious, Liberal
92. Alexander Lewis - Man, 30, White, Protestant, Conservative
93. Ava Adams - Woman, 28, White, Catholic, Moderate
94. Benjamin Thomas - Man, 32, White, Unreligious, Liberal
95. Charlotte Rodriguez - Woman, 29, Latina, Catholic, Conservative
96. Samuel Mitchell - Man, 27, White, Protestant, Moderate
97. Mia Anderson - Woman, 31, White, Protestant, Liberal
98. Noah Hernandez - Man, 33, Latino, Catholic, Conservative
99. Sophia Davis - Woman, 28, White, Protestant, Moderate
100. Jacob Wilson - Man, 30, Black, Unreligious, Liberal
