0. Name - gender, age, race/ethnicity, religion, political affiliation
62. Ethan Miller - Man, 27, White, Unreligious, Moderate
63. Ava Davis - Woman, 22, Black, Protestant, Conservative
64. Benjamin Rodriguez - Man, 35, Latina, Catholic, Liberal
65. William Johnson - Man, 53, White, Protestant, Moderate
66. Emma Martinez - Woman, 29, Latina, Catholic, Liberal
67. Thomas Smith - Man, 48, Black, Protestant, Conservative
68. Olivia Wang - Woman, 33, Asian, Buddhist, Independent
69. Michael Thompson - Man, 31, White, Unreligious, Moderate
70. Sophia Smith - Woman, 24, White, Catholic, Liberal
71. Jacob Ahmed - Man, 44, Middle Eastern, Muslim, Conservative
72. Mia Lopez - Woman, 25, Latina, Catholic, Liberal
73. Joshua Smith - Man, 34, White, Protestant, Conservative
74. Ava Kim - Woman, 32, Asian, Buddhist, Independent
75. Alexander Thompson - Man, 30, White, Unreligious, Moderate
76. Emma Davis - Woman, 23, Black, Protestant, Conservative
77. James Martinez - Man, 50, Latina, Catholic, Liberal
78. William Smith - Man, 51, White, Protestant, Moderate
79. Sofia Martinez - Woman, 27, Latina, Catholic, Liberal
80. Joseph Davis - Man, 35, White, Unreligious, Moderate
81. Olivia Johnson - Woman, 30, White, Catholic, Liberal
82. Mohammed Brown - Man, 46, Middle Eastern, Muslim, Conservative
83. Emily Rodriguez - Woman, 24, Latina, Catholic, Liberal
84. Daniel Smith - Man, 29, White, Protestant, Conservative
85. Mia Kim - Woman, 36, Asian, Buddhist, Independent
86. David Thompson - Man, 42, White, Unreligious, Moderate
87. Ava Davis - Woman, 21, Black, Protestant, Conservative
88. Emma Rodriguez - Woman, 28, Latina, Catholic, Liberal
89. Benjamin Smith - Man, 33, White, Protestant, Moderate
90. Sofia Kim - Woman, 35, Asian, Buddhist, Independent
91. Ethan Davis - Man, 28, White, Unreligious, Moderate
92. Isabella Smith - Woman, 26, White, Catholic, Liberal
93. Joseph Ahmed - Man, 43, Middle Eastern, Muslim, Conservative
94. Emily Lopez - Woman, 28, Latina, Catholic, Liberal
95. Joshua Smith - Man, 31, White, Protestant, Conservative
96. Mia Kim - Woman, 34, Asian, Buddhist, Independent
97. Alexander Thompson - Man, 30, White, Unreligious, Moderate
98. Emma Davis - Woman, 23, Black, Protestant, Conservative
99. James Martinez - Man, 50, Latina, Catholic, Liberal
100. William Smith - Man, 51, White, Protestant, Moderate
