0. Name - gender, age, race/ethnicity, religion, political affiliation
36. Aiden Chen - Man, 25, Asian, Buddhist, Independent
37. Isabel Castro - Woman, 36, Latina, Catholic, Liberal
38. Ali Hassan - Man, 50, Middle Eastern, Muslim, Conservative
39. Emily Wilson - Woman, 29, White, Protestant, Moderate
40. Malik Brown - Man, 34, Black, Muslim, Liberal
41. Valeria Gonzalez - Woman, 42, Latina, Catholic, Moderate
42. Kenji Nakamura - Man, 30, Asian, Buddhist, Independent
43. Lily Anderson - Woman, 26, White, Protestant, Liberal
44. Joseph Roberts - Man, 49, White, Protestant, Conservative
45. Sofia Castro - Woman, 35, Latina, Catholic, Liberal
46. Wei Wang - Man, 27, Asian, Buddhist, Independent
47. Mia Patel - Woman, 32, Asian, Hindu, Liberal
48. Abdullah Ahmed - Man, 51, Middle Eastern, Muslim, Conservative
49. Ethan Davis - Man, 33, White, Protestant, Moderate
50. Jamal Green - Man, 30, Black, Muslim, Liberal
51. Ana Morales - Woman, 41, Latina, Catholic, Moderate
52. Satoshi Tanaka - Man, 37, Asian, Buddhist, Independent
53. Emma Martinez - Woman, 28, White, Protestant, Liberal
54. Benjamin Wilson - Man, 46, White, Protestant, Conservative
55. Gabriela Torres - Woman, 34, Latina, Catholic, Moderate
56. Ji-hoon Kim - Man, 31, Asian, Buddhist, Independent
57. Ava Johnson - Woman, 25, White, Protestant, Liberal
58. Michael Thompson - Man, 35, Black, Protestant, Conservative
59. Laura Garcia - Woman, 39, Latina, Catholic, Moderate
60. Hiroshi Yamamoto - Man, 34, Asian, Buddhist, Independent
61. Olivia Robinson - Woman, 27, White, Protestant, Liberal
62. Daniel Johnson - Man, 32, White, Protestant, Conservative
63. Sofia Morales - Woman, 38, Latina, Catholic, Liberal
64. Wei Liu - Man, 29, Asian, Buddhist, Independent
65. Ava Patel - Woman, 33, Asian, Hindu, Liberal
66. Adam Ahmed - Man, 52, Middle Eastern, Muslim, Conservative
67. Emma Davis - Woman, 31, White, Protestant, Moderate
68. Malik Thomas - Man, 28, Black, Muslim, Liberal
69. Maria Torres - Woman, 35, Latina, Catholic, Moderate
70. Satoshi Suzuki - Man, 41, Asian, Buddhist, Independent
71. Sophia Wilson - Woman, 26, White, Protestant, Liberal
72. James Thompson - Man, 33, White, Protestant, Conservative
73. Carlos Rodriguez - Man, 44, Latino, Catholic, Moderate
74. Maya Patel - Woman, 32, Asian, Hindu, Liberal
75. Mohamed Ahmed - Man, 53, Middle Eastern, Muslim, Conservative
76. Lily Johnson - Woman, 30, White, Protestant, Moderate
77. Jamal White - Man, 29, Black, Muslim, Liberal
78. Camila Hernandez - Woman, 39, Latina, Catholic, Moderate
79. Hiroshi Suzuki - Man, 36, Asian, Buddhist, Independent
80. Sophia Davis - Woman, 28, White, Protestant, Liberal
81. Matthew Thomas - Man, 47, Black, Protestant, Conservative
82. Laura Ramirez - Woman, 33, Latina, Catholic, Moderate
83. Aiden Chen - Man, 25, Asian, Buddhist, Independent
84. Isabel Castro - Woman, 36, Latina, Catholic, Liberal
85. Ali Hassan - Man, 50, Middle Eastern, Muslim, Conservative
86. Emily Wilson - Woman, 29, White, Protestant, Moderate
87. Malik Brown - Man, 34, Black, Muslim, Liberal
88. Valeria Gonzalez - Woman, 42, Latina, Catholic, Moderate
89. Kenji Nakamura - Man, 30, Asian, Buddhist, Independent
90. Lily Anderson - Woman, 26, White, Protestant, Liberal
91. Joseph Roberts - Man, 49, White, Protestant, Conservative
92. Sofia Castro - Woman, 35, Latina, Catholic, Liberal
93. Wei Wang - Man, 27, Asian, Buddhist, Independent
94. Mia Patel - Woman, 32, Asian, Hindu, Liberal
95. Abdullah Ahmed - Man, 51, Middle Eastern, Muslim, Conservative
96. Ethan Davis - Man, 33, White, Protestant, Moderate
97. Jamal Green - Man, 30, Black, Muslim, Liberal
98. Ana Morales - Woman, 41, Latina, Catholic, Moderate
99. Satoshi Tanaka - Man, 37, Asian, Buddhist, Independent
100. Emma Martinez - Woman, 28, White, Protestant, Liberal
101. Benjamin Wilson - Man, 46, White, Protestant, Conservative
102. Gabriela Torres - Woman, 34, Latina, Catholic, Moderate
103. Ji-hoon Kim - Man, 31, Asian, Buddhist, Independent
104. Ava Johnson - Woman, 25, White, Protestant, Liberal
105. Michael Thompson - Man, 35, Black, Protestant, Conservative
106. Laura Garcia - Woman, 39, Latina, Catholic, Moderate
107. Hiroshi Yamamoto - Man, 34, Asian, Buddhist, Independent
108. Olivia Robinson - Woman, 27, White, Protestant, Liberal
109. Daniel Johnson - Man, 32, White, Protestant, Conservative
110. Sofia Morales - Woman, 38, Latina, Catholic, Liberal
111. Wei Liu - Man, 29, Asian, Buddhist, Independent
112. Ava Patel - Woman, 33, Asian, Hindu, Liberal
113. Adam Ahmed - Man, 52, Middle Eastern, Muslim, Conservative
114. Emma Davis - Woman, 31, White, Protestant, Moderate
115. Malik Thomas - Man, 28, Black, Muslim, Liberal
116. Maria Torres - Woman, 35, Latina, Catholic, Moderate
117. Satoshi Suzuki - Man, 41, Asian, Buddhist, Independent
118. Sophia Wilson - Woman, 26, White, Protestant, Liberal
119. James Thompson - Man, 33, White, Protestant, Conservative
120. Carlos Rodriguez - Man, 44, Latino, Catholic, Moderate
121. Maya Patel - Woman, 32, Asian, Hindu, Liberal
122. Mohamed Ahmed - Man, 53, Middle Eastern, Muslim, Conservative
123. Lily Johnson - Woman, 30, White, Protestant, Moderate
124. Jamal White - Man, 29, Black, Muslim, Liberal
125. Camila Hernandez - Woman, 39, Latina, Catholic, Moderate
126. Hiroshi Suzuki - Man, 36, Asian, Buddhist, Independent
127. Sophia Davis - Woman, 28, White, Protestant, Liberal
128. Matthew Thomas - Man, 47, Black, Protestant, Conservative
129. Laura Ramirez - Woman, 33, Latina, Catholic, Moderate
130. Aiden Chen - Man, 25, Asian, Buddhist, Independent
131. Isabel Castro - Woman, 36, Latina, Catholic, Liberal
132. Ali Hassan - Man, 50, Middle Eastern, Muslim, Conservative
133. Emily Wilson - Woman, 29, White, Protestant, Moderate
134. Malik Brown - Man, 34, Black, Muslim, Liberal
135. Valeria Gonzalez - Woman, 42, Latina, Catholic, Moderate
136. Kenji Nakamura - Man, 30, Asian, Buddhist, Independent
137. Lily Anderson - Woman, 26, White, Protestant, Liberal
138. Joseph Roberts - Man, 49, White, Protestant, Conservative
139. Sofia Castro - Woman, 35, Latina, Catholic, Liberal
140. Wei Wang - Man, 27, Asian, Buddhist, Independent
141. Mia Patel - Woman, 32, Asian, Hindu, Liberal
142. Abdullah Ahmed - Man, 51, Middle Eastern, Muslim, Conservative
143. Ethan Davis - Man, 33, White, Protestant, Moderate
144. Jamal Green - Man, 30, Black, Muslim, Liberal
145. Ana Morales - Woman, 41, Latina, Catholic, Moderate
146. Satoshi Tanaka - Man, 37, Asian, Buddhist, Independent
147. Emma Martinez - Woman, 28, White, Protestant, Liberal
148. Benjamin Wilson - Man, 46, White, Protestant, Conservative
149. Gabriela Torres - Woman, 34, Latina, Catholic, Moderate
150. Ji-hoon Kim - Man, 31, Asian, Buddhist, Independent
151. Ava Johnson - Woman, 25, White, Protestant, Liberal
152. Michael Thompson - Man, 35, Black, Protestant, Conservative
153. Laura Garcia - Woman, 39, Latina, Catholic, Moderate
154. Hiroshi Yamamoto - Man, 34, Asian, Buddhist, Independent
155. Olivia Robinson - Woman, 27, White, Protestant, Liberal
156. Daniel Johnson - Man, 32, White, Protestant, Conservative
157. Sofia Morales - Woman, 38, Latina, Catholic, Liberal
158. Wei Liu - Man, 29, Asian, Buddhist, Independent
159. Ava Patel - Woman, 33, Asian, Hindu, Liberal
160. Adam Ahmed - Man, 52, Middle Eastern, Muslim, Conservative
161. Emma Davis - Woman, 31, White, Protestant, Moderate
162. Malik Thomas - Man, 28, Black, Muslim, Liberal
163. Maria Torres - Woman, 35, Latina, Catholic, Moderate
164. Satoshi Suzuki - Man, 41, Asian, Buddhist, Independent
165. Sophia Wilson - Woman, 26, White, Protestant, Liberal
166. James Thompson - Man, 33, White, Protestant, Conservative
167. Carlos Rodriguez - Man, 44, Latino, Catholic, Moderate
168. Maya Patel - Woman, 32, Asian, Hindu, Liberal
169. Mohamed Ahmed - Man, 53, Middle Eastern, Muslim, Conservative
170. Lily Johnson - Woman, 30, White, Protestant, Moderate
171. Jamal White - Man, 29, Black, Muslim, Liberal
172. Camila Hernandez - Woman, 39, Latina, Catholic, Moderate
173. Hiroshi Suzuki - Man, 36, Asian, Buddhist, Independent
174. Sophia Davis - Woman, 28, White, Protestant, Liberal
175. Matthew Thomas - Man, 47, Black, Protestant, Conservative
176. Laura Ramirez - Woman, 33, Latina, Catholic, Moderate
177. Aiden Chen - Man, 25, Asian, Buddhist, Independent
178. Isabel Castro - Woman, 36, Latina, Catholic, Liberal
179. Ali Hassan - Man, 50, Middle Eastern, Muslim, Conservative
180. Emily Wilson - Woman, 29, White, Protestant, Moderate
181. Malik Brown - Man, 34, Black, Muslim, Liberal
182. Valeria Gonzalez - Woman, 42, Latina, Catholic, Moderate
183. Kenji Nakamura - Man, 30, Asian, Buddhist, Independent
184. Lily Anderson - Woman, 26, White, Protestant, Liberal
185. Joseph Roberts - Man, 49, White, Protestant, Conservative
186. Sofia Castro - Woman, 35, Latina, Catholic, Liberal
187. Wei Wang - Man, 27, Asian, Buddhist, Independent
188. Mia Patel - Woman, 32, Asian, Hindu, Liberal
189. Abdullah Ahmed - Man, 51, Middle Eastern, Muslim, Conservative
190. Ethan Davis - Man, 33, White, Protestant, Moderate
191. Jamal Green - Man, 30, Black, Muslim, Liberal
192. Ana Morales - Woman, 41, Latina, Catholic, Moderate
193. Satoshi Tanaka - Man, 37, Asian, Buddhist, Independent
194. Emma Martinez - Woman, 28, White, Protestant, Liberal
195. Benjamin Wilson - Man, 46, White, Protestant, Conservative
196. Gabriela Torres - Woman, 34, Latina, Catholic, Moderate
197. Ji-hoon Kim - Man, 31, Asian, Buddhist, Independent
198. Ava Johnson - Woman, 25, White, Protestant, Liberal
199. Michael Thompson - Man, 35, Black, Protestant, Conservative
200. Laura Garcia - Woman, 39, Latina, Catholic, Moderate
