0. Name - gender, age, race/ethnicity, religion, political affiliation
60. Ethan Robinson - Man, 42, Black, Protestant, Moderate
61. Olivia Lee - Woman, 28, Asian, Buddhist, Liberal
62. Isaiah Johnson - Man, 44, Black, Protestant, Conservative
63. Sophia Perez - Woman, 23, Latino, Catholic, Liberal
64. Matthew Davis - Man, 32, White, Protestant, Conservative
65. Aisha Khan - Woman, 46, Middle Eastern, Muslim, Liberal
66. Chloe Chen - Woman, 35, Asian, Buddhist, Moderate
67. Jacob Davis - Man, 47, Black, Protestant, Conservative
68. Amelia Martinez - Woman, 29, Latino, Catholic, Liberal
69. Christopher Nguyen - Man, 39, Asian, Buddhist, Moderate
70. Zoe Brown - Woman, 64, Black, Protestant, Conservative
71. Emma Hernandez - Woman, 23, Latino, Catholic, Liberal
72. Michael Johnson - Man, 42, White, Protestant, Conservative
73. Aaliyah Ahmed - Woman, 29, Middle Eastern, Muslim, Liberal
74. Benjamin Kim - Man, 41, Asian, Buddhist, Moderate
75. Ava Williams - Woman, 37, Black, Protestant, Liberal
76. Sofia Ramirez - Woman, 54, Latino, Catholic, Conservative
77. Joshua Martinez - Man, 45, Latino, Catholic, Independent
78. Ethan Nguyen - Man, 26, Asian, Buddhist, Moderate
79. Mia Thompson - Woman, 52, White, Protestant, Conservative
80. Ava Kim - Woman, 27, Asian, Buddhist, Liberal
81. Jayden Adams - Man, 31, Black, Protestant, Moderate
82. Sofia Gonzalez - Woman, 34, Latino, Catholic, Liberal
83. Matthew Davis - Man, 46, White, Protestant, Conservative
84. Emma Kim - Woman, 38, Asian, Buddhist, Moderate
85. Ryan Thompson - Man, 29, White, Unreligious, Independent
86. Layla Ahmed - Woman, 38, Middle Eastern, Muslim, Liberal
87. Victoria Rodriguez - Woman, 47, Latino, Catholic, Conservative
88. Ethan Robinson - Man, 43, Black, Protestant, Moderate
89. Olivia Lee - Woman, 27, Asian, Buddhist, Liberal
90. Isaiah Johnson - Man, 45, Black, Protestant, Conservative
91. Sophia Perez - Woman, 22, Latino, Catholic, Liberal
92. Matthew Davis - Man, 33, White, Protestant, Conservative
93. Aisha Khan - Woman, 47, Middle Eastern, Muslim, Liberal
94. Chloe Chen - Woman, 36, Asian, Buddhist, Moderate
95. Jacob Davis - Man, 48, Black, Protestant, Conservative
96. Amelia Martinez - Woman, 30, Latino, Catholic, Liberal
97. Christopher Nguyen - Man, 40, Asian, Buddhist, Moderate
98. Zoe Brown - Woman, 63, Black, Protestant, Conservative
99. Emma Hernandez - Woman, 24, Latino, Catholic, Liberal
100. Michael Johnson - Man, 41, White, Protestant, Conservative
