0. Name - gender, age, race/ethnicity, religion, political affiliation
34. Daniel Johnson - Man, 43, White, Protestant, Conservative
35. Emma Smith - Woman, 35, White, Unreligious, Liberal
36. Jayden Wilson - Man, 20, Black, Protestant, Conservative
37. Sophia Martin - Woman, 44, White, Protestant, Liberal
38. Ahmed Ali - Man, 38, Middle Eastern, Muslim, Moderate
39. Olivia Nguyen - Woman, 24, Asian, Unreligious, Independent
40. Benjamin Thompson - Man, 49, White, Protestant, Conservative
41. Mia Patel - Woman, 31, Asian, Hindu, Moderate
42. Ethan Davis - Man, 19, White, Protestant, Liberal
43. Emily Thompson - Woman, 36, White, Protestant, Liberal
44. Aiden Brown - Man, 51, Black, Protestant, Conservative
45. Isabella Martinez - Woman, 27, Latino, Catholic, Liberal
46. Mohammad Ahmed - Man, 37, Middle Eastern, Muslim, Moderate
47. Mia Kim - Woman, 25, Asian, Buddhist, Independent
48. Daniel Johnson - Man, 43, White, Protestant, Conservative
49. Emma Smith - Woman, 35, White, Unreligious, Liberal
50. Jayden Wilson - Man, 20, Black, Protestant, Conservative
51. Sophia Martin - Woman, 44, White, Protestant, Liberal
52. Ahmed Ali - Man, 38, Middle Eastern, Muslim, Moderate
53. Olivia Nguyen - Woman, 24, Asian, Unreligious, Independent
54. Benjamin Thompson - Man, 49, White, Protestant, Conservative
55. Mia Patel - Woman, 31, Asian, Hindu, Moderate
56. Ethan Davis - Man, 19, White, Protestant, Liberal
57. Emily Thompson - Woman, 36, White, Protestant, Liberal
58. Aiden Brown - Man, 51, Black, Protestant, Conservative
59. Isabella Martinez - Woman, 27, Latino, Catholic, Liberal
60. Mohammad Ahmed - Man, 37, Middle Eastern, Muslim, Moderate
61. Mia Kim - Woman, 25, Asian, Buddhist, Independent
62. Daniel Johnson - Man, 43, White, Protestant, Conservative
63. Emma Smith - Woman, 35, White, Unreligious, Liberal
64. Jayden Wilson - Man, 20, Black, Protestant, Conservative
65. Sophia Martin - Woman, 44, White, Protestant, Liberal
66. Ahmed Ali - Man, 38, Middle Eastern, Muslim, Moderate
67. Olivia Nguyen - Woman, 24, Asian, Unreligious, Independent
68. Benjamin Thompson - Man, 49, White, Protestant, Conservative
69. Mia Patel - Woman, 31, Asian, Hindu, Moderate
70. Ethan Davis - Man, 19, White, Protestant, Liberal
71. Emily Thompson - Woman, 36, White, Protestant, Liberal
72. Aiden Brown - Man, 51, Black, Protestant, Conservative
73. Isabella Martinez - Woman, 27, Latino, Catholic, Liberal
74. Mohammad Ahmed - Man, 37, Middle Eastern, Muslim, Moderate
75. Mia Kim - Woman, 25, Asian, Buddhist, Independent
76. Daniel Johnson - Man, 43, White, Protestant, Conservative
77. Emma Smith - Woman, 35, White, Unreligious, Liberal
78. Jayden Wilson - Man, 20, Black, Protestant, Conservative
79. Sophia Martin - Woman, 44, White, Protestant, Liberal
80. Ahmed Ali - Man, 38, Middle Eastern, Muslim, Moderate
81. Olivia Nguyen - Woman, 24, Asian, Unreligious, Independent
82. Benjamin Thompson - Man, 49, White, Protestant, Conservative
83. Mia Patel - Woman, 31, Asian, Hindu, Moderate
84. Ethan Davis - Man, 19, White, Protestant, Liberal
85. Emily Thompson - Woman, 36, White, Protestant, Liberal
86. Aiden Brown - Man, 51, Black, Protestant, Conservative
87. Isabella Martinez - Woman, 27, Latino, Catholic, Liberal
88. Mohammad Ahmed - Man, 37, Middle Eastern, Muslim, Moderate
89. Mia Kim - Woman, 25, Asian, Buddhist, Independent
90. Daniel Johnson - Man, 43, White, Protestant, Conservative
91. Emma Smith - Woman, 35, White, Unreligious, Liberal
92. Jayden Wilson - Man, 20, Black, Protestant, Conservative
93. Sophia Martin - Woman, 44, White, Protestant, Liberal
94. Ahmed Ali - Man, 38, Middle Eastern, Muslim, Moderate
95. Olivia Nguyen - Woman, 24, Asian, Unreligious, Independent
96. Benjamin Thompson - Man, 49, White, Protestant, Conservative
97. Mia Patel - Woman, 31, Asian, Hindu, Moderate
98. Ethan Davis - Man, 19, White, Protestant, Liberal
99. Emily Thompson - Woman, 36, White, Protestant, Liberal
100. Aiden Brown - Man, 51, Black, Protestant, Conservative
